drug,system,semi_partial_pearson,semi_partial_spearman,p_pearson,p_spearman,p_bonferroni_pearson,p_bonferroni_spearman,q_fdr_pearson,q_fdr_spearman,q_fdr_pearson_all,q_fdr_spearman_all
Dasatinib,Transcription coactivator activity,0.12097856049683003,0.08104120016228623,0.00019464726109563735,0.012574162920449217,0.025498791203528492,1.0,0.0008499597067842831,0.0316772181265163,0.0009807227385972496,0.030270419771739922
Dasatinib,Foxo signaling,-0.07520820624952271,-0.07681788129696718,0.02054243638568032,0.017961993949496602,1.0,1.0,0.04639757183662279,0.04128107381375535,0.04805462797364503,0.04084957943480724
Dasatinib,Neg Regulation EGFR,0.0641704472448541,0.03281377830364705,0.0481219948697853,0.31239052521290134,1.0,1.0,0.09408927355137127,0.3934919115662507,0.09456879456323891,0.40957289877788233
Dasatinib,RNA processing 1,-0.009651843500042204,0.051865285817311424,0.7662472761022876,0.11026595019305852,1.0,1.0,0.8095031707209651,0.16993928794459606,0.8330157109493749,0.17814807163770605
Dasatinib,Phosphatase 2A catalytic subunit,0.008584448756674901,0.07260722901515389,0.7915074520604937,0.025361991977156606,1.0,1.0,0.8294998097593974,0.054465917196844515,0.8487422811301095,0.05425783062045415
Dasatinib,Wnt/beta-catenin,0.005729855245776416,-0.03363924765392654,0.8599499103116197,0.29996295740437917,1.0,1.0,0.8801049863345483,0.38150628563081235,0.898233394690941,0.3959208808057801
Dasatinib,p53 regulation of cell cycle,0.14316884946389094,0.15921389503216246,1.0371488097460357e-05,9.423938169828006e-07,0.0013586649407673068,0.00012345359002474687,7.150868109301615e-05,1.1223053638613353e-05,8.031516891235312e-05,7.797068843668223e-06
Dasatinib,Regulation of immune responses,0.10453135576287606,0.07002195832729018,0.0012849339953009409,0.031066607591773376,0.16832635338442326,1.0,0.00431606034319034,0.06261116299265096,0.004902709321876406,0.06417438519614685
Dasatinib,Regulation of beta catenin transcription,0.06704598194497427,0.14201470408394096,0.038937180058377985,1.2223013841294872e-05,1.0,0.0016012148132096282,0.07847339365611564,7.624832443855372e-05,0.0800120876493728,7.240650818279536e-05
Dasatinib,MDM2-p53 pathway,0.011075758172013927,0.0021555795862960862,0.7330426905229466,0.9474127179300889,1.0,1.0,0.7900638824970806,0.9696177035065753,0.806398257174298,0.959003729933097
Dasatinib,RNA metabolism,0.13323034441193543,0.12040111123167692,4.074849813040515e-05,0.00020900166862403147,0.005338053255083075,0.027379218589748122,0.00024263878432195796,0.0007822633882785178,0.00026078085915488987,0.0008381393445841262
Dasatinib,Resolution of D-loop structures,0.027705215685280758,0.06320774229171036,0.39352931938635605,0.05161356726205879,1.0,1.0,0.5005081634913848,0.0937851985692027,0.5083221775475363,0.09579283085709141
Dasatinib,NeST:195,0.01711916283455206,0.0670649479069258,0.5980509027135623,0.03890942039108691,1.0,1.0,0.7138371493237117,0.07495785398871156,0.7021180127451232,0.07645701106848579
Dasatinib,Cohesin,-0.09013045782140446,-0.07989002466309775,0.00550550426483043,0.013854199636825326,0.7212210586927863,1.0,0.014424421173855726,0.03240893129328782,0.01619435182241571,0.0326518768052315
Dasatinib,Oncogene induced senescence,-0.010955616475889387,0.04524013060577236,0.7357846844629301,0.16363603282089745,1.0,1.0,0.7900638824970806,0.23818133666152852,0.8082833850284599,0.24428855042208053
Dasatinib,Cytoplasm/extracellular space,-0.04612785904258525,0.023979977000703485,0.1554114370676143,0.46042907829863244,1.0,1.0,0.23673137506811015,0.5533597179552372,0.2467745243134239,0.5557999687570099
Dasatinib,Extracellular matrix organization,0.05698753655733889,0.0813122510530847,0.0792472562468245,0.012281336409270427,1.0,1.0,0.13841854091112013,0.03154617783557698,0.14401929112139666,0.029754144978927644
Dasatinib,MHC class I including non-classical MHCs,-0.05103494956793649,-0.03708328471103132,0.11599628486480817,0.25320967060102806,1.0,1.0,0.1830784737022876,0.3382510279058217,0.19562565165022255,0.34794195995176236
Dasatinib,Endoplasmic Reticulum protein processing,0.12035247589094035,0.14995171127467644,0.00021007526933702891,3.874024622207983e-06,0.027519860283150788,0.0005074972255092458,0.000887737428488735,3.171857659432786e-05,0.0010384852937038033,2.6249856491857542e-05
Dasatinib,Regulation of androgen receptor signaling pathway,0.12770520338779448,0.11622373455319764,8.38813992565246e-05,0.0003446237223132531,0.010988463302604723,0.04514570762303616,0.00040698012231869346,0.001211604708877846,0.0004883761467824321,0.0013022800275875814
Dasatinib,RAS-RAF-MAPK,0.16100090338137762,0.18100488345780935,7.105013588581954e-07,2.4830399292241623e-08,9.30756780104236e-05,3.2527823072836526e-06,1.403343111863994e-05,1.084260769094551e-06,8.273393600926542e-06,3.173446153447466e-07
Dasatinib,Structural constituent of muscle,-0.038750664816694376,-0.034604749234012855,0.2326846511527052,0.286310662007617,1.0,1.0,0.32085988737899346,0.3713534329009686,0.3396288501504666,0.3807786469339881
Dasatinib,Beta-catenin,0.10403128077612604,0.06145292361017925,0.0013556906514307077,0.058451683230508644,0.1775954753374227,1.0,0.004439886883435567,0.10347527707022476,0.005135290853130295,0.105981598660161
Dasatinib,Actin filament-based process,0.09626884734434125,0.1030243847478239,0.003028255332796048,0.0015103761497925472,0.3967014485962823,0.19785927562282368,0.008815587746584051,0.004710935133876755,0.009896917636497688,0.0048837778984737665
Dasatinib,MutS homologs,0.15777886373805125,0.149541174006841,1.1783797122522088e-06,4.117046340956776e-06,0.00015436774230503936,0.0005393330706653376,1.403343111863994e-05,3.172547474501986e-05,1.2186927024082054e-05,2.7658106187966032e-05
Dasatinib,Beta-catenin destruction complex,0.1596070559548721,0.16715608082609917,8.853655812934846e-07,2.6339387781959545e-07,0.00011598289114944649,3.4504597994367e-05,1.403343111863994e-05,3.831483406990799e-06,9.870884353144382e-06,2.5247266825146587e-06
Dasatinib,Epithelial differentiation,0.01343281753493349,0.020543805821974667,0.6791132156851671,0.5271859354385455,1.0,1.0,0.7603746261090333,0.6058013819513111,0.7693855973510122,0.6134243453067311
Dasatinib,Lymphocyte activation,0.0682014347241275,0.0602610470890739,0.035690526030277114,0.06351264513870292,1.0,1.0,0.07305404546822347,0.10805398069052054,0.07470773224979445,0.11307120969200564
Dasatinib,PI3-K/Akt,0.07642398572756107,0.07044295077510218,0.018588923653625855,0.030068646742820393,1.0,1.0,0.04348480354687477,0.061546761301710495,0.04407509499773732,0.06252369402078527
Dasatinib,MAPK signaling,0.06308648186481335,0.053590208381044425,0.052027565729880765,0.09891717569535463,1.0,1.0,0.09877697261759971,0.15928509521332032,0.10117216496257671,0.16340654528794718
Dasatinib,RNA processing 2,0.0996264743443134,0.09975795978429718,0.0021530690042512735,0.0021257442249993375,0.2820520395569168,0.2784724934749132,0.006559349757137601,0.006328920306248028,0.007390009770050223,0.006539471471035144
Dasatinib,Contractile fiber,0.038046033019144124,0.06027956409457459,0.2413132649194496,0.06343133472204743,1.0,1.0,0.325010403021888,0.10805398069052054,0.347703439462305,0.11305448773589405
Dasatinib,MutL alpha/beta complex,0.11391813300939163,0.1336763411488836,0.0004507814202545646,3.8424794188252065e-05,0.05905236605334796,0.0050336480386610205,0.0017368342956867048,0.00016778826795536735,0.0020131488427277714,0.00018876180144978828
Dasatinib,NeST:29,0.09638169016895941,0.08346713782624982,0.0029942226618457912,0.01016029575036237,0.39224316870179865,1.0,0.008815587746584051,0.026619974865949407,0.009806079217544967,0.024995281564271745
Dasatinib,RBL-TP53 complex,0.04020062471117868,0.10824661418198976,0.21569097680855376,0.000857528316748013,1.0,0.1123362094939897,0.30609604501828047,0.0027742588340203362,0.31897104002168064,0.0029178236232205116
Dasatinib,Regulation of cellular homeostasis,-0.11760035609434531,-0.05759312869336318,0.0002924672742457002,0.07601609460415748,0.038313212926186724,1.0,0.0011972879039433351,0.1260520049765143,0.0013932077427704264,0.13175005591812078
Dasatinib,Mismatch and excision repair,-0.04431318182874083,-0.05012936185787289,0.17232031107992185,0.12249074158898932,1.0,1.0,0.2536400084434805,0.18444008216273103,0.2666215836787767,0.1941083122761
Dasatinib,Extracellular matrix,0.04005966976877961,-0.02569007774378056,0.2173048258526724,0.4285467100748561,1.0,1.0,0.30609604501828047,0.5246693366337024,0.3205457780773295,0.5263089283106827
Dasatinib,Ubiquitin/Proteasome System,-0.07969529560957388,-0.12558863660499173,0.014108721390559742,0.00010949615372579657,1.0,0.014343996138079351,0.03422671300302456,0.0004346665496387682,0.03546311120632486,0.0004794650519692262
Dasatinib,Ribosome abundance control,0.03550100658471743,0.13955874451763498,0.2742493945274771,1.7240149473130018e-05,1.0,0.0022584595809800323,0.35926670683099504,8.686383003769355e-05,0.38458523478786266,9.679112489914424e-05
Dasatinib,Epigenetic modification,-0.007141370175955542,0.04959347440011743,0.8258947623087787,0.1267540839049861,1.0,1.0,0.8586683639876984,0.18869073854037707,0.8750847673173091,0.19945687677541357
Dasatinib,Spliceosomal complex,0.11209183065751764,0.1343423795016889,0.0005560954702683585,3.514678287963591e-05,0.07284850660515496,0.004604228557232304,0.0020813859030044276,0.00016429943495482305,0.0023754947806028793,0.000177085713739704
Dasatinib,Interferon signaling,0.010542694746742222,-0.0013216145275215642,0.7454356757995659,0.967184070184028,1.0,1.0,0.7939192969897816,0.974623947646982,0.8171721634288128,0.974623947646982
Dasatinib,Transmembrane tyrosine kinase signaling,-0.11019343926366124,-0.13960480609367637,0.0006893901830005156,1.7063058818544974e-05,0.09031011397306754,0.0022352607052293916,0.0024408138911639877,8.686383003769355e-05,0.002889923647138161,9.633579870013944e-05
Dasatinib,Regulation of mRNA processing,0.12253555200363975,0.1427849583271152,0.0001607691758416241,1.096082429796752e-05,0.021060762035252756,0.001435867983033745,0.0007262331736294054,7.371150776934732e-05,0.0008313458698126088,6.601691876017219e-05
Dasatinib,Nucleus,-0.09025794196133187,-0.060260851141925746,0.005439383104938855,0.06338951011745664,0.71255918674699,1.0,0.014424421173855726,0.10805398069052054,0.01610303246885853,0.11305448773589405
Dasatinib,Actin filaments,-0.07988067601289243,-0.020811833528201606,0.01388624538715777,0.5212416201890364,1.0,1.0,0.03422671300302456,0.6042712588032192,0.03509514107493893,0.6087606440840752
Dasatinib,Transcription elongation,0.022620315038334646,-0.004781929194148108,0.4860345002255122,0.8825662458321879,1.0,1.0,0.6063859002813533,0.9321048585270999,0.5983134176621027,0.9091704708048488
Dasatinib,Type I interferon signaling pathway,0.030414766255474346,0.06671476236072225,0.3489216037293592,0.0399410603886059,1.0,1.0,0.4481248047896672,0.07583012914358511,0.465228804972479,0.07819096753535303
Dasatinib,Nuclear transport,0.09445724149486533,0.1416576883800017,0.0036251575862951135,1.2854013538454723e-05,0.4748956438046599,0.0016838757735375687,0.010323818343579563,7.653980788807131e-05,0.011466293210575289,7.511713487899935e-05
Dasatinib,Mediator/CCR-NOT complex,0.004617637721325613,-0.021297418553780582,0.8869347601049111,0.5115741757411729,1.0,1.0,0.8937573351826412,0.5983590805544077,0.9149453196361219,0.6005934311165974
Dasatinib,Apoptosis Regulation,-0.12777340592680414,-0.1728872269926994,8.313038100937753e-05,1.0078369028221346e-07,0.010890079912228456,1.3202663426969963e-05,0.00040698012231869346,2.1801999263398083e-06,0.0004865660875920104,1.09263421464579e-06
Dasatinib,Actin cytoskeleton,-0.052578334954253576,-0.025210861000516636,0.10537499587545907,0.4372052216073028,1.0,1.0,0.1683429812156724,0.5303137410236728,0.18084005842382275,0.5340222287231391
Dasatinib,NeST:49,0.06979803903672896,0.05468901000677592,0.031586240442290414,0.09218771910379542,1.0,1.0,0.06673866932161361,0.150957390032465,0.0673725508484132,0.15416924939485788
Dasatinib,Cell motility,0.014499352159851263,0.010124428188606828,0.6552212135625615,0.7555010302795113,1.0,1.0,0.7463824258843091,0.8449995008040606,0.7485521422386239,0.8079235507478856
Dasatinib,Checkpoint-regulated DNA repair,0.0170558638347267,0.04300549334330798,0.5994052398901395,0.18546313057600594,1.0,1.0,0.7138371493237117,0.2612437645748041,0.7031828635129099,0.2704527284466432
Dasatinib,ECM-cytoskeleton assembly,-0.062068089680999944,0.08032544721874892,0.05592737180601359,0.013377336657200534,1.0,1.0,0.10466408152268257,0.03240893129328782,0.10734777592070008,0.03186238367442309
Dasatinib,INSR-FOXO,-0.14741557748479825,-0.13405862003871005,5.621941514988293e-06,3.637163063885396e-05,0.0007364743384634664,0.0047646836136898685,4.602964615396665e-05,0.00016429943495482305,4.7771308440873496e-05,0.00018267157624370103
Dasatinib,Integrator-PP2A complex,-0.03733173569941771,-0.043624910271077136,0.2502379303830713,0.17892640509677982,1.0,1.0,0.33112291798163984,0.25477564203997993,0.35664009661123125,0.26213635490413595
Dasatinib,Cell-extracellular matrix interactions,-0.05534400961330774,-0.043711644876585666,0.08828526466499254,0.17806418514540479,1.0,1.0,0.14278234161869163,0.25477564203997993,0.15576255449311815,0.2613603165719667
Dasatinib,Histone deacetylase binding,-0.013946372371564566,-0.004500437119597916,0.6675230577656328,0.889413032945706,1.0,1.0,0.7538406945456716,0.9321048585270999,0.759295402899837,0.9132314093995099
Dasatinib,Histone acetyltransferase complex,0.004870162338504094,0.06795257449184519,0.8807952814379401,0.03639540656852347,1.0,1.0,0.8937573351826412,0.07116116806681455,0.9109277515923959,0.0722393675829784
Dasatinib,Cyclin D associated events in G1,-0.07339523290662171,-0.07139410622469854,0.023793077934571194,0.02785303379612869,1.0,1.0,0.052828698464895366,0.05885076495633642,0.05452291328446926,0.05845790270696168
Dasatinib,Chromosome centrometric region,0.15575099424919686,0.14259897649106595,1.612329211919672e-06,1.12536653082973e-05,0.00021121512676147702,0.0014742301553869464,1.624731744319054e-05,7.371150776934732e-05,1.577407122978412e-05,6.75219918497838e-05
Dasatinib,Transcription,0.08979472368631347,0.12091960795874333,0.0056841664918589885,0.00019620791359553635,0.7446258104335275,0.025703236681015262,0.014600506086931912,0.0007559775494416254,0.01654126676188252,0.0007990643527776766
Dasatinib,Nuclear receptor signaling,-0.03104127577767712,-0.039341393642599747,0.33905290291109447,0.2254599173750793,1.0,1.0,0.43976168595399384,0.3044871049086123,0.4547706172152223,0.3173734786442209
Dasatinib,Culin-RIng uniqutin ligase complex,0.015033125959460405,0.0353825474423911,0.6433931965239097,0.2760057672868401,1.0,1.0,0.7393377960055454,0.36156755514576056,0.7387977391786603,0.3705218327710612
Dasatinib,Actin and actin-associated proteins,-0.01550996450473867,-0.006976061381843782,0.6328598967681298,0.8295370239336102,1.0,1.0,0.7393377960055454,0.8967009842317094,0.7304374138909692,0.8664665791519172
Dasatinib,Mitosis,-0.011230361880742416,-0.008982546182730863,0.7294161163129269,0.7817075702994019,1.0,1.0,0.7900638824970806,0.8533640975768471,0.8038638384664972,0.8275045794684577
Dasatinib,PcG protein complex,-0.13048724195240866,-0.09312433703819237,5.8502209491884116e-05,0.0041224829964401355,0.007663789443436819,0.5400452725336577,0.0003193245601432008,0.011250943177784536,0.0003550790475723623,0.01155177053547931
Dasatinib,Protein nuclear transport,0.13952397139314232,0.10191501597231686,1.731055941500692e-05,0.0016980666539370137,0.0022676832833659066,0.2224467316657488,0.00010798491825551937,0.005173179806180205,0.00012257747477653548,0.005386853341337818
Dasatinib,Metabolism,-0.05607327615673194,-0.06821948250008267,0.08417250148928557,0.03559071616731946,1.0,1.0,0.1421126576668296,0.0706421790593765,0.15087704941979121,0.07100076880079466
Dasatinib,Regulation of nuclear protein ubiquitiation,0.022231444603025986,-0.0033822647186487623,0.49356267286734634,0.9166871643039955,1.0,1.0,0.6099689636379468,0.9493836152678397,0.6033285550135836,0.9357352092765462
Dasatinib,EGFR-MAPK signaling,0.03789893650564434,-0.0017997955501452372,0.2431375534056872,0.9554468912275567,1.0,1.0,0.325010403021888,0.9702600213241079,0.34969097342519695,0.9658922913245781
Dasatinib,Ubiquitin regulation of mitophagy,0.021657964425792244,0.022209762471817288,0.5047776543984908,0.4942161218636789,1.0,1.0,0.6179988105252551,0.5832640717490264,0.6118045279216866,0.5850208912422464
Dasatinib,NeST:78,0.13194367188456008,0.1160569975263422,4.832838544754914e-05,0.00035145785448364997,0.006331018493628937,0.046040978937358146,0.0002752616736360407,0.001211604708877846,0.00030380514902312526,0.0013217505915031048
Dasatinib,Homologous recombination (HR) and Fanconi Anemia repair,-0.0585666281422326,-0.029638860658308938,0.07126843057703458,0.36108361792190724,1.0,1.0,0.12789266309029493,0.4462448485638665,0.1306513164433003,0.4590508409952051
Dasatinib,Immune system,0.08471585027604528,0.059408201122952115,0.00907949736625735,0.06735194761082264,1.0,1.0,0.022873349134225247,0.11311673252586879,0.02456621318374622,0.11896321533057662
Dasatinib,NeST:80,-0.040239781477221556,-0.0006584034121396606,0.21522199252470608,0.9834741321275338,1.0,1.0,0.30609604501828047,0.9834741321275338,0.31857718667498863,0.9866122116812273
Dasatinib,TGF-beta/Smad signaling,-0.10187855410408954,-0.11666794673806608,0.0017028914503591785,0.0003259279742893195,0.2230787799970524,0.04269656463190086,0.005440945853586644,0.0011860156842194683,0.006139782935698689,0.001243589261123326
Dasatinib,Extended PRC1 complex,-0.15233183941968048,-0.1327100977688793,2.711543746869438e-06,4.353656890354607e-05,0.0003552122308398964,0.005703290526364535,2.5372302202849744e-05,0.0001839771137536947,2.4638998670975472e-05,0.00020865697047675128
Dasatinib,TNFR/Traf signaling,-0.05608876116546284,-0.07353505275789488,0.0840868831063617,0.02349485174991206,1.0,1.0,0.1421126576668296,0.05216653524133017,0.15087704941979121,0.05087315007005752
Dasatinib,Lymphoid JAK/STAT signaling,-0.04331095570138811,-0.05275384996781743,0.18223024042634095,0.10411220887670658,1.0,1.0,0.2652462388427852,0.1643216790704646,0.27947896385386145,0.1699526400354961
Dasatinib,Positive regulators of transcription,0.14127958714211766,0.1792790229655306,1.354596449387735e-05,3.364998191202062e-08,0.0017745213486979328,4.408147630474701e-06,8.872606743489663e-05,1.1020369076186753e-06,0.00010092064542357911,4.2318217252557134e-07
Dasatinib,RTK-JAK-STAT signaling,0.006236692937903144,0.0032588460077605567,0.84770499872029,0.9203948025879056,1.0,1.0,0.8744043687587243,0.9493836152678397,0.8895809465876474,0.938301316256931
Dasatinib,Nucleolus,0.04483916032964506,0.033882166132739845,0.16730198114545414,0.2968905470803944,1.0,1.0,0.24905181284152833,0.38130060458364384,0.2606528388113517,0.39285516835890577
Dasatinib,Mediator complex,0.07301790278058164,0.09948275201471284,0.024526929316146973,0.0021869012474529104,1.0,0.28648406341633126,0.05355046234025422,0.006366312520362917,0.0560411815188707,0.006714470236320264
Dasatinib,G1/S phase,-0.055838002547506635,-0.05215965423726086,0.08548205706931356,0.10806855947884597,1.0,1.0,0.1421126576668296,0.16853549156820027,0.15245959669160752,0.17531865376753958
Dasatinib,Polybromo- and BAF containing complex,-0.07771890058588586,-0.06565575200229118,0.016683279781776417,0.04311329816899545,1.0,1.0,0.039736539116594735,0.07954707126955499,0.04034787048761927,0.08305650088438829
Dasatinib,Nuclear pore,0.003900738125240879,0.06303327934872767,0.904400103885435,0.05226198088207479,1.0,1.0,0.904400103885435,0.0937851985692027,0.9304430388140732,0.09654034541318633
Dasatinib,p53 regulation,0.05726109916740028,0.03692337784191159,0.07781693303363268,0.25562482261584996,1.0,1.0,0.13775700307305247,0.3382510279058217,0.14174764626752095,0.349566434090219
Dasatinib,Cell projection morphogenesis,0.015235329460562011,0.022681841140398406,0.6389358071732891,0.4850781805977964,1.0,1.0,0.7393377960055454,0.5776840150755576,0.7358293691402275,0.5768100604385294
Dasatinib,Histone methyltransferase complex,-0.22288524753048886,-0.15019623931934958,6.675104913256291e-12,3.720222507608284e-06,8.744387436365741e-10,0.0004873491484966852,3.2663708774786454e-10,3.171857659432786e-05,2.7613855062207605e-10,2.542691209547923e-05
Paclitaxel,Cell,0.22427722635390018,0.2050275827907385,3.623122246665389e-09,6.980034217285436e-08,4.7462901431316595e-07,9.14384482464392e-06,6.780414490188085e-08,5.079913791468845e-07,8.021898833461959e-08,8.250085556069703e-07
Paclitaxel,Signaling pathways,-0.1490538039545331,-0.007247806526512529,8.831205446790946e-05,0.8488382698113806,0.01156887913529614,1.0,0.0005508990064426733,0.8895825067623269,0.0005103917265571826,0.8813565126443133
Paclitaxel,Chromatin binding,0.07576242000749905,0.16906813153752234,0.04619853534958285,8.746558221695011e-06,1.0,0.0011457991270420465,0.09169709289083869,4.5831965081681856e-05,0.09146611784577359,5.413224222245889e-05
Paclitaxel,CDK holoenzyme complex II,0.07307291219358203,0.1491713047825723,0.054502381369007535,8.752186382698923e-05,1.0,0.01146536416133559,0.10656435760208936,0.00034743527761622997,0.10499723469617628,0.0003897574219150909
Paclitaxel,MAPK and MAP2K activation,0.017523670974223502,0.017213617120331984,0.6444447628984264,0.6507861902997079,1.0,1.0,0.7405461749095953,0.7286580421304422,0.7394650856031579,0.7179199236148356
Paclitaxel,Ubiquitin regulation of p53 activity,-0.09919922300738614,-0.0613503369579397,0.009077392534430073,0.10666732556498815,1.0,1.0,0.029003376146593648,0.19407527290296456,0.02456621318374622,0.17340334621319684
Paclitaxel,HDACs deacetylate histones,-0.03161502607994501,0.0052928281426890475,0.40586398954897174,0.8893040939558552,1.0,1.0,0.5063636441039552,0.9173136717182444,0.521256692459954,0.9132314093995099
Paclitaxel,EMT,-0.018807639005330935,-0.008231208969161028,0.621114591255759,0.8286277824258834,1.0,1.0,0.7243524532317883,0.8754051572402478,0.7226152225284211,0.8660923364185431
Paclitaxel,Metabolic pathways,-0.09219232336439247,0.03711880896169014,0.015317004385670963,0.3290027561103459,1.0,1.0,0.0451809093604422,0.4473642083279328,0.03768126900512481,0.42672634703421103
Paclitaxel,CDK holoenzyme complex I,0.016644158689037354,0.1135225515878845,0.6611282380864378,0.002832611755889447,1.0,0.37107214002151756,0.7466189585286497,0.008433457727761762,0.7536574258679335,0.008433457727761762
Paclitaxel,Transcription factor (TF) binding,-0.03202809821006111,0.019827346058793143,0.3997539509517489,0.602085034042942,1.0,1.0,0.5035362266796068,0.6799408574105639,0.5142497634174708,0.6746098884643655
Paclitaxel,Regulation of TP53 Activity,-0.08314500586335256,-0.031218646700647668,0.028757952401541775,0.41166275709680367,1.0,1.0,0.06923715103539121,0.5287041292125616,0.06305090819417528,0.5103579291452487
Paclitaxel,Regulation of E2F transcription via DREAM complex,0.2072854170074843,0.19907070380159284,4.9377200106448527e-08,1.649545220416826e-07,6.468413213944757e-06,2.160904238746042e-05,7.187125793271953e-07,1.1373180203926536e-06,8.529775666740338e-07,1.6838214847371756e-06
Paclitaxel,Protein Transport,-0.15075516996604618,-0.09383615002378641,7.327195405015807e-05,0.01360043985828363,0.009598625980570707,1.0,0.0005317084352386134,0.03563315242870311,0.0004346547613843339,0.03224719676805712
Paclitaxel,Extended cohesin complex,0.0636113662711363,0.12385920232699396,0.09414668389116154,0.0011252939869772494,1.0,0.14741351229401967,0.17618879413917374,0.0037798336485646068,0.1642603630154339,0.0037637492500600766
Paclitaxel,PML body,0.3741639399856922,0.3738892913985783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paclitaxel,Extended mismatch repair complex,-0.05437093063833501,-0.0031559091294894462,0.1527653401500937,0.9338557014253905,1.0,1.0,0.2501532444957784,0.9483340843932261,0.24344113399401027,0.9483340843932261
Paclitaxel,Regulation of beta catenin transcriptional activity,-0.0007256003742271907,0.02414531712727645,0.9851692070402498,0.5254572601222298,1.0,1.0,0.9927474317097902,0.6238944193721823,0.989063752797012,0.6132285173809542
Paclitaxel,Fas,0.053223094374559986,0.027315468537503818,0.1613233040960962,0.47255850420809487,1.0,1.0,0.25747793005582226,0.5741687341565773,0.2548746070744354,0.5657745381684121
Paclitaxel,BAF (SWI/SNF) complex,5.877841905926072e-05,0.07490531046693696,0.9983676327245403,0.048860119334809715,1.0,1.0,0.9983676327245403,0.09847193281323188,0.9983676327245403,0.09143822332657246
Paclitaxel,Ribosome biogenesis,0.11750221212562587,0.22635451481381083,0.0019906759214518566,2.6403430553045837e-09,0.2607785457101932,3.4588494024490046e-07,0.007902380173036157,2.3058996016326696e-08,0.006892824996745195,4.109524042513669e-08
Paclitaxel,Homologous recombination,0.12882544219447334,0.1794750201573343,0.0007002044470549862,2.3617070459280853e-06,0.09172678256420319,0.0003093836230165792,0.0035279531755462766,1.2890984292357466e-05,0.002927450507368187,1.703029117522454e-05
Paclitaxel,Cell Proliferation,-0.021626937637516355,0.05281102599154939,0.5697373636371854,0.16489703645448328,1.0,1.0,0.6723927444727142,0.25716085447068227,0.6764555405118243,0.24570439934260446
Paclitaxel,Histone methyltransferase subcomplex,0.08454902541674496,0.1613266767437113,0.02609981868374356,2.2107783032021544e-05,1.0,0.0028961195771948223,0.06704071073667464,0.00011138921450749316,0.058865014305372845,0.00012101372016654992
Paclitaxel,RPA complex associated proteins,-0.05106309340513297,-0.0005713858806427645,0.1793326369267243,0.9880093688805816,1.0,1.0,0.2731694818302428,0.9956094409488936,0.2755727324035294,0.9905184393626066
Paclitaxel,mTOR regulation of autophagy/ribosome biogenesis,-0.0394598272322744,-0.028788661211909202,0.2994718816589397,0.449008634904674,1.0,1.0,0.4108801500775201,0.5601917254524981,0.4115120611607108,0.5458944888400213
Paclitaxel,PIK3/AKT signaling,0.0376564412776,0.028024950456694057,0.32162491144242167,0.46113454889178285,1.0,1.0,0.43163435130270106,0.5698926972153165,0.4373653640030163,0.5557999687570099
Paclitaxel,Locomotion,-0.049034348432557426,0.08142254207620435,0.19724423702874505,0.03225820801147794,1.0,1.0,0.29699994311224825,0.07162415677124763,0.2975700005846327,0.06572398545387871
Paclitaxel,Regulation of adherens junction stability,0.12115077787995578,0.23493406473033665,0.0014345766982546415,6.485865178262884e-10,0.18792954747135804,8.496483383524378e-08,0.006480329223150277,6.535756448864906e-09,0.005395106625972001,1.158611370480597e-08
Paclitaxel,mTOR regulation of mRNA translation,0.014361516541509054,0.04606930719272676,0.7052027435240993,0.22570416989613573,1.0,1.0,0.7763156252240084,0.3359914347317475,0.7890239948895972,0.3173734786442209
Paclitaxel,SMAD-TGFbeta signaling,-0.006393218227219063,-0.008491031437509091,0.866830127092235,0.8233063316821772,1.0,1.0,0.9041695678103574,0.8754051572402478,0.9036186736001283,0.8614214963036134
Paclitaxel,Cellular response to DNA damage,-0.3460654308312401,-0.23775746167510423,0.0,4.041942336385773e-10,0.0,5.294944460665363e-08,0.0,4.412453717221136e-09,0.0,7.475215709174629e-09
Paclitaxel,G1 to S cell cycle control,0.015998153351595452,0.07000156701144523,0.6734910598614201,0.06564285496415767,1.0,1.0,0.7540797336909917,0.12645902941624493,0.7655299682589677,0.11620559459871155
Paclitaxel,EGFR/PI3K signaling,-0.024642319056347006,0.03510956568543482,0.5171377900934102,0.35585781142170014,1.0,1.0,0.6215142247911627,0.4756874826147216,0.6253389277129545,0.4536970637103915
Paclitaxel,H3 acetylation and H3K4 methylation crosstalk,0.05475597270792577,0.05749403212380674,0.14959595238369605,0.1305492843635503,1.0,1.0,0.24806417420587573,0.22210332794318294,0.23947539424355418,0.20399947815059746
Paclitaxel,Histone modifications in DNA damage response,0.07901850361495337,0.11470574258134018,0.0375959987172354,0.002557474125543413,1.0,0.3350291104461871,0.0794367069670619,0.007791374661539235,0.07776435524143954,0.00770181863094683
Paclitaxel,NeST:16,0.07647844006004989,0.11749777045207739,0.04417661588237776,0.002002373183304984,1.0,0.2623108870129529,0.09042401063424196,0.006245497309832212,0.08846578365235393,0.006196320165660305
Paclitaxel,NeST:163,0.04515484084324206,0.054490605539230415,0.23468216266479702,0.1518700829690265,1.0,1.0,0.3454310484167237,0.24725611316748033,0.34190950853481084,0.23156136801872906
Paclitaxel,Transcription coactivator activity,0.19758391840395825,0.24599014895694946,2.0109533038770167e-07,9.872413997413787e-11,2.6343488280788918e-05,1.2932862336612061e-08,2.394862570980811e-06,1.2932862336612062e-09,2.7018962339270684e-06,2.1259499731417086e-09
