drug,gene,semi_partial_pearson,semi_partial_spearman,p_pearson,p_spearman,p_bonferroni_pearson,p_bonferroni_spearman,q_fdr_pearson,q_fdr_spearman,q_fdr_pearson_all,q_fdr_spearman_all
Erastin,PTEN,-0.012287958115924806,-0.05067412056719126,0.7294073681016477,0.15359407628338473,1.0,1.0,0.8407284312547135,0.24078722002504419,0.8141561855000309,0.2023186915238714
Erastin,PTK2,0.0004247701506342299,-0.05080621490609743,0.9902609013764652,0.15252408375266535,1.0,1.0,0.9916420183937267,0.23963302436414383,0.9933738416881621,0.20106295985510478
Erastin,PTPN11,0.029241823684287387,0.06264746573989667,0.4099456058626496,0.07741640250379245,1.0,1.0,0.5974261511699692,0.1414376005031119,0.5424142644059544,0.10940129965108672
Erastin,PTPN13,-0.060904899037310965,-0.03116466320003611,0.08626015872040349,0.38033831278903296,1.0,1.0,0.20923916878800575,0.486730947640521,0.16370430121916224,0.4480441486177616
Erastin,PTPN22,0.07922666116679111,0.08534404831533744,0.02561010480781789,0.01615688448422592,1.0,1.0,0.08172469000894776,0.0404203590929415,0.06224447475998842,0.02687407658611786
Erastin,PTPRD,0.023391050292257572,0.027286233935706766,0.5097854861532023,0.4415507922583759,1.0,1.0,0.676098440983365,0.5513625545069807,0.635645694456728,0.5099050564399098
Erastin,QKI,-0.035892816922924814,-0.06528020550449601,0.31207952889137536,0.06599225227030558,1.0,1.0,0.5035350600988933,0.124882266544773,0.4452520650650919,0.09462293985038324
Erastin,RAB35,-0.04415304453547399,-0.036828814000137086,0.21366130645230652,0.2998010186514466,1.0,1.0,0.39436714147238067,0.40461866802958396,0.33349743050599145,0.3647910714165886
Erastin,RAC1,0.03790271862756765,0.08712040789470855,0.2855346211450773,0.014072748939287338,1.0,1.0,0.4723821612492293,0.036215891535513654,0.41574633169516434,0.023742080450538418
Erastin,RAD21,-0.17774075828103023,-0.19222871641607114,5.535482319185547e-07,6.120576290236102e-08,0.0003974476305175223,4.394573776389521e-05,2.8389116465537307e-05,2.1972868881947604e-06,5.781056443891234e-06,2.6647238664312406e-07
Erastin,RAD50,-0.1183432086666924,0.0035302695694144886,0.0008575625708024948,0.9201423939905133,0.6157299258361912,1.0,0.006347731194187538,0.9574576441921708,0.0036148527935588527,0.9369988023427801
Erastin,RAD51,0.050768052792294474,-0.07656666489139773,0.15260566482871774,0.031046863069591035,1.0,1.0,0.31039905764028136,0.06575707281406007,0.2578138055223984,0.048337508530465555
Erastin,RAD51B,-0.163049250714913,-0.05560708346637899,4.371419369153529e-06,0.11736343484836653,0.0031386791070522335,1.0,0.0001162473743352679,0.19283054055177842,3.597339950776199e-05,0.15874463966303393
Erastin,RAD51C,-0.0295347787056135,-0.01691707909826209,0.40554397381466645,0.6341824143304127,1.0,1.0,0.5958046673814739,0.7239156971212023,0.5378471190823912,0.690698480833123
Erastin,RAD51D,-0.1603923259251637,-0.07595744513165131,6.241250114946695e-06,0.03241082759512692,0.004481217582531727,1.0,0.00014937391941772423,0.06824332613871299,4.937980807197495e-05,0.050183331916295905
Erastin,RAD52,-0.11092337611181544,-0.09638535341027174,0.0017810996642249055,0.006630343178019693,1.0,1.0,0.010350764451309016,0.02069820174703539,0.006754381473134589,0.012059750226265079
Erastin,RAD54L,-0.040642841702007264,-0.07892936475543441,0.25234279881127586,0.026213071637909424,1.0,1.0,0.4374910671680613,0.05732100179585875,0.3791743206414288,0.04153978760938525
Erastin,RAF1,-0.00500939767043334,-0.07698907540888703,0.8879684702133159,0.030130323042408813,1.0,1.0,0.9375514845977752,0.06438563078705217,0.9290511644636223,0.047075916842087714
Erastin,RANBP2,0.04203251180449837,0.1245485542822711,0.23629198318726008,0.000448213494158356,1.0,0.3218172888056996,0.41890776278630304,0.002474865129063438,0.3602710541747359,0.0010186777804453693
Erastin,RARA,-0.09426802109992297,-0.08920143706030748,0.007923535557556427,0.011989424864644382,1.0,1.0,0.03381580514576105,0.032001513207489465,0.023663494753520337,0.02049214136754136
Erastin,RASA1,-0.024763898063879044,-0.03541052537054361,0.48557501472718334,0.3188130506756728,1.0,1.0,0.6653489705612933,0.4262714532311603,0.6137178123645902,0.3844497193312242
Erastin,RB1,0.050384680031089014,0.10882865924126597,0.15572754678640632,0.002161974354110363,1.0,1.0,0.31319994003540547,0.008529107616765058,0.26165143196405555,0.00430894541638096
Erastin,RBL1,0.02650329658674357,0.16016418292211976,0.45515747306796417,6.379513836973771e-06,1.0,0.004580490934947168,0.6345690595394141,7.98458919187724e-05,0.585318923575161,2.0433416810173238e-05
Erastin,RBL2,0.0351972992384005,-0.019240754888935434,0.321316348154171,0.588288571934998,1.0,1.0,0.5138199064024382,0.6868149506493147,0.4544421627866608,0.6495131920503204
Erastin,RBM10,0.04109896390453611,0.11644002532504737,0.24686090531095095,0.0010326408218954697,1.0,0.7414361101209472,0.43229955507922574,0.004976081275979512,0.3727573712161152,0.0021871271684983694
Erastin,RECQL4,-0.13523701543570055,0.02224618171891729,0.00013929504258847203,0.530283072052073,0.10001384057852292,1.0,0.0015368855955845242,0.6335162158625431,0.0007668792887810064,0.5945242613924088
Erastin,REL,0.0384737315672938,0.01328260999880826,0.27834073040283336,0.7076411965783533,1.0,1.0,0.46476428937031244,0.7868651975925,0.4075078561003929,0.7568317464894603
Erastin,RET,0.027391430448518925,0.01760410817931681,0.44019535972438106,0.6193414920345546,1.0,1.0,0.6197260162394227,0.7137836136128574,0.5711072458041361,0.6770167844924794
Erastin,RHOA,-0.020366716514112638,0.009822172981728184,0.566309976462843,0.7813744605209112,1.0,1.0,0.7240135127218469,0.8507409411148223,0.6841456473925764,0.8215158452529799
Erastin,RHPN2,-0.027472919739894772,-0.02617669880699539,0.4391213699969829,0.461281972546562,1.0,1.0,0.619428573001638,0.5709303392572699,0.5702290465552381,0.528389174516428
Erastin,RICTOR,0.08541328279365742,0.1378551662356266,0.016112729504526913,0.00010239327325667347,1.0,0.07351837019829155,0.05671048913848198,0.0007557145689684792,0.04240295583720338,0.0002631137615208764
Erastin,RINT1,-0.11088534089065955,-0.0285595198830491,0.0017875972032901366,0.42147011140762225,1.0,1.0,0.010350764451309016,0.5324608918345072,0.006775415966545437,0.48960313872024713
Erastin,RIT1,-0.03149278685285722,-0.007727029233902988,0.37512287085940765,0.8282712332438646,1.0,1.0,0.5694254149620607,0.881035178472733,0.5077861202395375,0.8599090186322615
Erastin,RNF139,0.06778688892758425,0.14435179079657592,0.05615735348335704,4.744045405224995e-05,1.0,0.03406224600951546,0.14878590332490907,0.00043116767100652485,0.11709868286849087,0.00012943222042881113
Erastin,RNF43,0.05738267004275216,0.1781713806425789,0.10593801122858615,5.146843342629381e-07,1.0,0.0003695433520007896,0.2454309614324662,1.0868922117670282e-05,0.19358683027476103,1.941558767079455e-06
