drug,system,drpt_importance_score,drpt_importance_p_bonferroni_pearson,crispr_best_fdr,include_cnb,include_tmb,n_system_genes,n_features_tested,n_pairs_candidate,n_pairs_tested,n_pairs_skipped_low_pair_count,n_pairs_skipped_sparse_combo,n_pairs_failed,fdr_threshold,n_epistasis_pairs_fdr,n_epistasis_pairs_fdr05,epistasis_score_fraction_fdr,epistasis_score_fraction_fdr05,epistasis_score_fraction_tested_fdr,epistasis_score_mean_neglog10p,epistasis_score_hmp_p,epistasis_score_hmp_neglog10p,epistasis_score_max_neglog10p,max_neglog10p_pair,max_neglog10p_gene_1,max_neglog10p_alteration_type_1,max_neglog10p_gene_2,max_neglog10p_alteration_type_2,max_neglog10p_alteration_1,max_neglog10p_alteration_2,max_neglog10p_epistasis_p,max_neglog10p_epistasis_fdr,median_abs_interaction_beta,mean_delta_r2,epistasis_score_hmp_fdr,epistasis_score_hmp_qvalue,epistasis_score_hmp_neglog10q,epistasis_score_hmp_fdr_n_systems
Bleomycin-a2,Lymphocyte activation,0.0291684548849181,1.0,0.7462647155994996,True,True,39,115,6442,714,5591,137,0,0.1,0,0,0.0,0.0,0.0,0.45638191114205273,0.1263171231580106,0.8985377738391268,3.085071125968817,BTK_del x CTLA4_amp,BTK,del,CTLA4,amp,BTK_del,CTLA4_amp,0.0008221079993383059,0.5869851115275504,0.034783685307325035,0.001376810520149224,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,INSR-FOXO,-0.1081598364387703,0.3951569919773661,0.2063319675739919,True,True,25,75,2700,348,2348,4,0,0.1,0,0,0.0,0.0,0.0,0.45574389380504415,0.11128796356451628,0.9535518045798165,2.4804618745857017,IRS2_mut x PIK3CB_mut,IRS2,mut,PIK3CB,mut,IRS2_mut,PIK3CB_mut,0.0033077914889736684,0.3773149120869596,0.03258919959562616,0.001396231151370605,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Homologous recombination (HR) and Fanconi Anemia repair,-0.1783991642230733,0.0001301989529574,1.1404670420862746e-12,True,True,29,86,3570,641,2917,12,0,0.1,0,0,0.0,0.0,0.0,0.45570820127537276,0.09195430031970953,1.0364279558065506,3.0821797520101475,MDM2_amp x POLH_amp,MDM2,amp,POLH,amp,MDM2_amp,POLH_amp,0.0008275995540778493,0.352932847926332,0.03302101212082525,0.0013809171852786225,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Histone deacetylase binding,-0.2894416682929068,2.617905892066119e-13,0.0907267725323704,True,True,16,48,1080,197,878,5,0,0.1,0,0,0.0,0.0,0.0,0.45106923226943607,0.06917899929114973,1.1600257245632737,2.931071872373615,BCL11B_del x IRF2_del,BCL11B,del,IRF2,del,BCL11B_del,IRF2_del,0.00117200139234349,0.14800615534017625,0.029930478415402396,0.0014059337411921607,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Epigenetic modification,0.2101471021974918,1.0654543343147085e-06,0.0792161871276002,True,True,30,87,3656,707,2933,16,0,0.1,0,0,0.0,0.0,0.0,0.45005796498285733,0.09100231716346344,1.0409475492339197,2.931071872373615,BCL11B_del x IRF2_del,BCL11B,del,IRF2,del,BCL11B_del,IRF2_del,0.00117200139234349,0.3187015791639734,0.029539373300233755,0.0013808476426917097,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Locomotion,0.0814733915632258,1.0,0.3968348686560592,True,True,33,98,4656,679,3974,3,0,0.1,0,0,0.0,0.0,0.0,0.4492948798210132,0.09937320386535176,1.0027307079799113,2.9888809068342748,PIK3CA_mut x PREX2_amp,PIK3CA,mut,PREX2,amp,PIK3CA_mut,PREX2_amp,0.0010259332212927052,0.4235728998472251,0.03095362412635073,0.0013764196393678675,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Transmembrane tyrosine kinase signaling,0.0004954116671682,1.0,0.4469172987608541,True,True,53,159,12402,1647,10720,35,0,0.1,0,0,0.0,0.0,0.0,0.44887433469270815,0.1062876348722377,0.9735172568230127,3.001896993514445,SRC_mut x TP53_mut,SRC,mut,TP53,mut,SRC_mut,TP53_mut,0.000995641536801471,0.39009808340446606,0.03191436430709708,0.0013730071206241887,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Protein Transport,-0.0525430832200211,1.0,0.167871834573049,True,True,15,45,945,213,732,0,0,0.1,0,0,0.0,0.0,0.0,0.4465259757164705,0.09311251422074546,1.0309919463894492,2.805367189505624,CFTR_del x RINT1_del,CFTR,del,RINT1,del,CFTR_del,RINT1_del,0.0015654269652855524,0.3334359436058227,0.02633959649724323,0.0013866955747840733,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Polybromo- and BAF containing complex,0.053426752727236,1.0,0.0077044295167021,True,True,12,35,561,97,464,0,0,0.1,0,0,0.0,0.0,0.0,0.4451861961014142,0.13648178460192115,0.8649253074126337,2.477242437827146,PBRM1_del x SOX2_amp,PBRM1,del,SOX2,amp,PBRM1_del,SOX2_amp,0.003332403348365559,0.3232431247914592,0.034839110264316527,0.0013423884049553988,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,NeST:78,0.0463433328540721,1.0,0.1245016689428807,True,True,10,30,405,116,289,0,0,0.1,0,0,0.0,0.0,0.0,0.4437547140629735,0.1251374413832332,0.902612729049268,2.4097662677991867,ATRX_mut x SPEN_mut,ATRX,mut,SPEN,mut,ATRX_mut,SPEN_mut,0.003892545808851467,0.3064296620881975,0.03318892501094844,0.0013419043650458702,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,mTOR regulation of autophagy/ribosome biogenesis,-0.1009164400898923,0.7403211275805586,0.1742497663056277,True,True,8,23,231,46,185,0,0,0.1,0,0,0.0,0.0,0.0,0.4423061592127683,0.1396690075078956,0.8548999529521057,2.072126816042492,MTOR_del x RPTOR_amp,MTOR,del,RPTOR,amp,MTOR_del,RPTOR_amp,0.00846980055845787,0.389610825689062,0.027193743041826958,0.0013638233145297266,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Immune system,0.1370346311023267,0.0222526293381477,0.9117647058823538,True,True,99,289,41333,4549,36515,269,0,0.1,0,0,0.0,0.0,0.0,0.44076598649579235,0.0805150656742051,1.0941228484893954,4.027562664544152,FOXP1_del x PHOX2B_del,FOXP1,del,PHOX2B,del,FOXP1_del,PHOX2B_del,9.385066093654267e-05,0.4269266566003326,0.030696505237534026,0.00133552533602404,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Regulation of beta catenin transcriptional activity,-0.0439447053313566,1.0,0.1697141820689771,True,True,10,30,405,104,299,2,0,0.1,0,0,0.0,0.0,0.0,0.4382525197522007,0.09895790323263046,1.0045495153205852,2.550816393232775,CTNNB1_del x TP53_mut,CTNNB1,del,TP53,mut,CTNNB1_del,TP53_mut,0.0028130898696174344,0.20596310446004834,0.029315156502364922,0.0013460466376117618,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,RTK-JAK-STAT signaling,-0.0794467183837909,1.0,0.6283919550645795,True,True,21,63,1890,223,1664,3,0,0.1,0,0,0.0,0.0,0.0,0.4379627748638549,0.1426135629665131,0.8458391698459162,2.6385870872101744,PLCG2_mut x STAT3_mut,PLCG2,mut,STAT3,mut,PLCG2_mut,STAT3_mut,0.002298332788233669,0.5125282117761082,0.034421566814346244,0.0013244925438863865,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,PIK3/AKT signaling,-0.0600728491295675,1.0,0.4718099527574322,True,True,11,33,495,66,427,2,0,0.1,0,0,0.0,0.0,0.0,0.43651415952141104,0.09345195130582794,1.0294116259865285,2.4198018114510735,AKT2_amp x AKT3_amp,AKT2,amp,AKT3,amp,AKT2_amp,AKT3_amp,0.003803629338237521,0.20197040170871058,0.0330897648702206,0.0013385300597634866,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,MAPK and MAP2K activation,-0.0359384263004184,1.0,0.4532661611824812,True,True,14,41,780,133,640,7,0,0.1,0,0,0.0,0.0,0.0,0.4330434325309786,0.10898394942648937,0.962637457919778,2.7804217425758497,BRAF_amp x KRAS_mut,BRAF,amp,KRAS,mut,BRAF_amp,KRAS_mut,0.0016579760678999771,0.22051081703069694,0.03133917951360245,0.0012955103577500435,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Actin and actin-associated proteins,-0.035130285242411,1.0,0.5350463079636895,True,True,5,15,90,13,77,0,0,0.1,0,0,0.0,0.0,0.0,0.4251092655733149,0.08872787092598398,1.0519399394907547,2.077176766841997,PIK3CA_amp x TPM1_amp,PIK3CA,amp,TPM1,amp,PIK3CA_amp,TPM1_amp,0.008371884597417093,0.1088344997664222,0.027840931001340476,0.0013273546850695894,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,EGFR-MAPK signaling,0.0511363217842306,1.0,0.343744804344212,True,True,23,68,2211,347,1855,9,0,0.1,0,0,0.0,0.0,0.0,0.41027596542507483,0.12041107419315458,0.9193335692259601,2.7828823185422094,CBL_amp x KRAS_amp,CBL,amp,KRAS,amp,CBL_amp,KRAS_amp,0.0016486090571911805,0.28765884778064604,0.026127476316914828,0.0012219201711920957,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Lymphoid JAK/STAT signaling,0.1377870665107343,0.0204861471632444,0.5261376449570124,True,True,16,48,1080,94,980,6,0,0.1,0,0,0.0,0.0,0.0,0.37898886103207835,0.10770159577338868,0.9677778618789652,2.7100175329021203,IRS2_mut x JAK2_mut,IRS2,mut,JAK2,mut,IRS2_mut,JAK2_mut,0.0019497658841724679,0.183277993112212,0.025775295072978377,0.0010925022622739614,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Epithelial differentiation,-0.169491455305087,0.0004380277047149,0.4506918891809878,True,True,8,24,252,48,203,1,0,0.1,0,0,0.0,0.0,0.0,0.36345304306625614,0.12811466319361936,0.8924011608124306,2.034499735367875,EPCAM_amp x FLG_mut,EPCAM,amp,FLG,mut,EPCAM_amp,FLG_mut,0.009236347512251981,0.2796174008889047,0.019758517802574007,0.0011136576527171482,0.22878842172104427,0.22878842172104427,0.6405659576320456,124
Bleomycin-a2,Transcription coactivator activity,0.081231225367911,1.0,0.5231588237357191,True,True,5,13,66,21,42,3,0,0.1,0,0,0.0,0.0,0.0,0.5348049276138896,0.15325978295702034,0.8145717938167536,1.5769821933597,MED1_amp x TP53_del,MED1,amp,TP53,del,MED1_amp,TP53_del,0.026486087327936177,0.3396592716342208,0.0403404104272607,0.0016645984170426795,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,PcG protein complex,0.1175084358028312,0.1653535106766195,0.2259934861676522,True,True,9,27,324,76,248,0,0,0.1,0,0,0.0,0.0,0.0,0.506575581261345,0.15063087263366898,0.8220860079470886,1.8037344838588583,BCORL1_mut x EZH2_amp,BCORL1,mut,EZH2,amp,BCORL1_mut,EZH2_amp,0.015713231760939347,0.4483662850926291,0.035076626143270465,0.001555931238061052,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,TNFR/Traf signaling,-0.0794855800048692,1.0,0.4105202351845146,True,True,12,36,594,93,496,5,0,0.1,0,0,0.0,0.0,0.0,0.49593228766686404,0.16916812275103138,0.771681470006235,1.820963472171404,TNFAIP3_del x TP53_mut,TNFAIP3,del,TP53,mut,TNFAIP3_del,TP53_mut,0.015102071699820082,0.6049087791949013,0.035608440558931045,0.001516598959460204,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Fas,-0.0964015476207743,1.0,0.0239924266360653,True,True,7,21,189,34,154,1,0,0.1,0,0,0.0,0.0,0.0,0.4930695526985937,0.16382064533327148,0.7856313675980802,1.6483315663076703,PARP1_amp x TP53_mut,PARP1,amp,TP53,mut,PARP1_amp,TP53_mut,0.022473381987091114,0.43365137496872275,0.030153674573372573,0.001515943347660224,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Mediator complex,-0.0214347895398792,1.0,0.1243792246696636,True,True,6,18,135,20,114,1,0,0.1,0,0,0.0,0.0,0.0,0.47517946931001454,0.16664949307660548,0.778196003061764,1.7286220886365216,CDK8_mut x MED12_del,CDK8,mut,MED12,del,CDK8_mut,MED12_del,0.018680044710012476,0.3736008942002495,0.04009775686237729,0.0014404276217883094,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Oncogene induced senescence,0.1282592634246647,0.0566726891602695,0.2598932981619615,True,True,7,21,189,41,144,4,0,0.1,0,0,0.0,0.0,0.0,0.47330570977012093,0.16741189987244112,0.7762136749851956,1.7080553749763503,E2F4_del x TP53_del,E2F4,del,TP53,del,E2F4_del,TP53_del,0.01958594925772701,0.4750547173757637,0.030539053547509538,0.0014376570822794625,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,RBL-TP53 complex,0.0951075058463589,1.0,0.3162575580477773,True,True,5,15,90,24,65,1,0,0.1,0,0,0.0,0.0,0.0,0.455043850621,0.16716912323469274,0.7768439353127817,1.7080553749763503,E2F4_del x TP53_del,E2F4,del,TP53,del,E2F4_del,TP53_del,0.01958594925772701,0.4700627821854483,0.033162561984276015,0.0014227815915974263,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,RNA processing 2,0.0089201240653112,1.0,0.0589891642555653,True,True,15,45,945,125,818,2,0,0.1,0,0,0.0,0.0,0.0,0.45234573939119727,0.17032527949956863,0.7687208897214827,2.0817896397365443,RBM10_del x U2AF1_del,RBM10,del,U2AF1,del,RBM10_del,U2AF1_del,0.008283432931910382,0.6482885752789704,0.03635956513221202,0.0013292009492132698,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Regulation of E2F transcription via DREAM complex,-0.0965901430707741,1.0,0.2598932981619615,True,True,11,33,495,103,386,6,0,0.1,0,0,0.0,0.0,0.0,0.43959676030176215,0.1662904888737376,0.7791325899132386,1.9969561019881497,E2F3_amp x TP53_amp,E2F3,amp,TP53,amp,E2F3_amp,TP53_amp,0.010070334535490754,0.589970750244218,0.027182300386219042,0.00132882156848362,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,RNA metabolism,0.1240284496521922,0.0872208806192442,0.0070181807520399,True,True,22,66,2079,334,1738,7,0,0.1,0,0,0.0,0.0,0.0,0.43429547161254783,0.1584941334498757,0.7999868082569485,2.446595446626141,DDX3X_del x U2AF1_del,DDX3X,del,U2AF1,del,DDX3X_del,U2AF1_del,0.0035760579949025624,0.8376464351324623,0.03191132131070564,0.0012782791006997103,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Histone modifications in DNA damage response,-0.0198209688634112,1.0,0.4939878301679619,True,True,6,14,79,7,72,0,0,0.1,0,0,0.0,0.0,0.0,0.43265132612576274,0.16715907762470417,0.7768700339366817,1.487823056638598,CASP8_amp x PARP1_amp,CASP8,amp,PARP1,amp,CASP8_amp,PARP1_amp,0.03252197737606996,0.22765384163248972,0.029757541903376837,0.0012654657817051346,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Metabolic pathways,0.0400111665930224,1.0,0.5352050982347,True,True,12,36,594,76,517,1,0,0.1,0,0,0.0,0.0,0.0,0.41451065550536237,0.1696172592723421,0.7705299585334789,2.2249117760292236,ATP7B_mut x TPMT_amp,ATP7B,mut,TPMT,amp,ATP7B_mut,TPMT_amp,0.005957831605344132,0.45279520200615403,0.028295134388952346,0.0012392475826434996,0.23467038508829458,0.23467038508829458,0.6295417139985725,124
Bleomycin-a2,Transcription elongation,-0.0459958848997468,1.0,0.0176149532555932,True,True,8,24,252,41,210,1,0,0.1,0,0,0.0,0.0,0.0,0.4456642468087327,0.17515489501647055,0.7565777210414873,1.8003400826653035,KMT2A_del x SETD2_del,KMT2A,del,SETD2,del,KMT2A_del,SETD2_del,0.015836525970965777,0.570263231340067,0.03005648605759866,0.0013469454463091459,0.23607833676132986,0.23607833676132986,0.6269438632248076,124
Bleomycin-a2,Transcription factor (TF) binding,-0.2305307934181794,3.3625634054956783e-08,0.4440716629355108,True,True,14,42,819,147,671,1,0,0.1,0,0,0.0,0.0,0.0,0.410558662043833,0.17332866806244915,0.7611296002887192,2.1461226122582655,CHD4_amp x RB1_mut,CHD4,amp,RB1,mut,CHD4_amp,RB1_mut,0.007142946342599685,0.5388462961145198,0.028752926276891248,0.0012032543787248156,0.23607833676132986,0.23607833676132986,0.6269438632248076,124
