drug,system,drpt_importance_score,drpt_importance_p_bonferroni_pearson,crispr_best_fdr,include_cnb,include_tmb,n_system_genes,n_features_tested,n_pairs_candidate,n_pairs_tested,n_pairs_skipped_low_pair_count,n_pairs_skipped_sparse_combo,n_pairs_failed,fdr_threshold,n_epistasis_pairs_fdr,n_epistasis_pairs_fdr05,epistasis_score_fraction_fdr,epistasis_score_fraction_fdr05,epistasis_score_fraction_tested_fdr,epistasis_score_mean_neglog10p,epistasis_score_max_neglog10p,median_abs_interaction_beta,mean_delta_r2
CD437,NeST:16,0.097725631504873,0.8160762678414346,0.5752170125297349,True,True,22,64,1954,961,992,1,0,0.1,0,0,0.0,0.0,0.0,0.4631709185352286,3.380233496369376,0.03974867996390364,0.001375962287515627
CD437,Cell projection morphogenesis,-0.0108031934675321,1.0,0.631356910361499,True,True,8,24,252,169,83,0,0,0.1,0,0,0.0,0.0,0.0,0.46226128612155737,2.973777470344686,0.036786287761151594,0.0014127286246188205
CD437,Locomotion,0.1486345024170838,0.004159233784865,0.3968348686560592,True,True,33,99,4752,2203,2548,1,0,0.1,0,0,0.0,0.0,0.0,0.4597862249583355,3.4146128049369042,0.038505744947760955,0.0013511312998265076
CD437,INSR-FOXO,-0.1178985568593396,0.1264206602212325,0.2063319675739919,True,True,25,75,2700,1285,1414,1,0,0.1,0,0,0.0,0.0,0.0,0.4539180011651111,3.303375077669455,0.03754535283712481,0.0013519929715575195
CD437,Transcription factor (TF) binding,-0.2804642947130698,5.526690216584029e-13,0.4440716629355108,True,True,14,42,819,457,361,1,0,0.1,0,0,0.0,0.0,0.0,0.45379126424062977,3.1721913832861777,0.0362830858197876,0.001337177599470204
CD437,Regulation of beta catenin transcriptional activity,-0.0592557197321165,1.0,0.1697141820689771,True,True,10,30,405,267,137,1,0,0.1,0,0,0.0,0.0,0.0,0.4532534945980518,2.987637771523231,0.034157741284249525,0.0013407532372946404
CD437,Mitosis,-0.0607138671971175,1.0,0.1087676783064446,True,True,29,86,3570,1783,1781,6,0,0.1,0,0,0.0,0.0,0.0,0.4527095123617078,3.0880999217453216,0.034380855107138106,0.0013322057367155505
CD437,NeST:29,0.072858984630277,1.0,0.3573601871458207,True,True,14,40,742,344,398,0,0,0.1,0,0,0.0,0.0,0.0,0.44974960427164223,3.380233496369376,0.038734587573423906,0.0013474957774080771
CD437,Epigenetic modification,0.1986988222612991,3.493994381820187e-06,0.0792161871276002,True,True,30,87,3656,1927,1726,3,0,0.1,0,0,0.0,0.0,0.0,0.4470705848151467,3.5789788567538268,0.036423231421215764,0.0013035089438593675
CD437,Regulation of TP53 Activity,-0.0942204744230325,1.0,0.0276113858999552,True,True,11,33,495,255,238,2,0,0.1,0,0,0.0,0.0,0.0,0.4464667560034881,3.236509612765835,0.033678523623480644,0.0013202340371877657
CD437,G1 to S cell cycle control,-0.1078356702804494,0.3324119621033665,0.0983633828620763,True,True,13,38,666,273,389,4,0,0.1,0,0,0.0,0.0,0.0,0.44574393420487773,2.6431953622585915,0.03333077622042718,0.0012885591661597388
CD437,RPA complex associated proteins,-0.24045033963603,2.205585714065705e-09,4.353969226509484e-05,True,True,6,18,135,82,53,0,0,0.1,0,0,0.0,0.0,0.0,0.4450707814147906,2.3647496165797937,0.027439256867897464,0.0013644544648190235
CD437,Extended mismatch repair complex,-0.2428422921878922,1.388944514957302e-09,3.910409287382977e-06,True,True,10,30,405,197,205,3,0,0.1,0,0,0.0,0.0,0.0,0.4442243379025329,2.95013286276646,0.03726567743947378,0.00132903611389336
CD437,Foxo signaling,-0.1693038734721659,0.0002806433022699,0.0050736937899089,True,True,10,30,405,234,171,0,0,0.1,0,0,0.0,0.0,0.0,0.4441905825637862,3.1308451960924533,0.03221777525039382,0.0013194675339844452
CD437,Regulation of nuclear protein ubiquitiation,-0.1655407326600779,0.0004694626955972,0.2123006676550933,True,True,11,33,495,262,230,3,0,0.1,0,0,0.0,0.0,0.0,0.44027332594114454,2.74466999942053,0.03271029115474135,0.0013131540865618705
CD437,Cell Proliferation,-0.1568060286646242,0.0014872059879436,0.3303462570342721,True,True,14,41,780,320,452,8,0,0.1,0,0,0.0,0.0,0.0,0.4396457660453733,2.2932393661583554,0.0359826533737467,0.0012851882223919506
CD437,G1/S phase,0.2426571648201077,1.443542396728503e-09,0.0457908922831609,True,True,19,56,1485,782,701,2,0,0.1,0,0,0.0,0.0,0.0,0.43846074432747084,2.549347951011976,0.033787106710345155,0.0012725623087834678
CD437,Actin cytoskeleton,-0.0124169971825716,1.0,0.3192861186129078,True,True,5,15,90,33,57,0,0,0.1,0,0,0.0,0.0,0.0,0.4384172910975951,1.9473690094092884,0.04302813870009849,0.0012887783370770655
CD437,Checkpoint-regulated DNA repair,0.0077555851662795,1.0,0.0339955220918702,True,True,41,120,7023,3421,3587,15,0,0.1,0,0,0.0,0.0,0.0,0.4382420725467767,3.236509612765835,0.03467867090888732,0.0012654526908073443
CD437,Homologous recombination (HR) and Fanconi Anemia repair,-0.0706428272312888,1.0,1.1404670420862746e-12,True,True,29,86,3570,1911,1653,6,0,0.1,0,0,0.0,0.0,0.0,0.43818272879650744,4.019252868485769,0.03641783691200841,0.001276103504604045
CD437,Ubiquitin/Proteasome System,-0.1213153397488983,0.0895198897558755,0.0495412667941284,True,True,21,59,1655,677,975,3,0,0.1,0,0,0.0,0.0,0.0,0.4371790617231694,2.6786478487349243,0.03581676073146606,0.001281018778704042
CD437,Cyclin D associated events in G1,-0.1693655962554705,0.000278260146268,0.1231258710826568,True,True,27,79,3004,1346,1651,7,0,0.1,0,0,0.0,0.0,0.0,0.4352595084243181,3.062528989562823,0.03221355965554015,0.0012700185417735637
CD437,SMAD-TGFbeta signaling,-0.1826402062074512,4.1573433044117536e-05,0.1243792246696636,True,True,6,18,135,62,72,1,0,0.1,0,0,0.0,0.0,0.0,0.4341373967592171,1.937149182874645,0.039519044613701204,0.00123555340491255
CD437,Polybromo- and BAF containing complex,0.0482467653512085,1.0,0.0077044295167021,True,True,12,35,561,305,256,0,0,0.1,0,0,0.0,0.0,0.0,0.4336967313796253,2.0463429020251582,0.03915016195804317,0.0012491602829507527
CD437,Chromatin binding,0.0357158881464167,1.0,0.0026913874498914,True,True,91,266,34984,18063,16856,65,0,0.1,0,0,0.0,0.0,0.0,0.4320604983851489,3.8013358862082156,0.03444896513964164,0.0012471572431398286
CD437,RNA metabolism,0.0938794127553309,1.0,0.0070181807520399,True,True,22,66,2079,935,1140,4,0,0.1,0,0,0.0,0.0,0.0,0.4303893042039823,3.8013358862082156,0.03560378758597985,0.0012368684612758325
CD437,CDK holoenzyme complex II,0.1609632564615712,0.0008667996669882,0.1433373151995567,True,True,17,49,1129,468,655,6,0,0.1,0,0,0.0,0.0,0.0,0.43019958952905485,2.6431953622585915,0.031204947851424934,0.0012432415321881303
CD437,Ubiquitin regulation of p53 activity,-0.2268181192767785,2.829610123988857e-08,0.0128435787847395,True,True,9,25,277,118,159,0,0,0.1,0,0,0.0,0.0,0.0,0.4289872841272512,2.4725664052157037,0.03871152679190108,0.0012428740146585928
CD437,CDK holoenzyme complex I,0.2324242364830019,1.0105989378672577e-08,0.0621128841439947,True,True,15,44,903,386,512,5,0,0.1,0,0,0.0,0.0,0.0,0.4287222461521073,2.6431953622585915,0.03127768749149936,0.0012273271299459477
CD437,Extracellular matrix,0.0881762075944281,1.0,0.6359117233215493,True,True,8,24,252,77,175,0,0,0.1,0,0,0.0,0.0,0.0,0.4286321814605748,1.5930674737209782,0.03639663946465594,0.001211830367300293
CD437,Nucleolus,-0.0088084656151707,1.0,0.0104866919927151,True,True,34,100,4852,1957,2891,4,0,0.1,0,0,0.0,0.0,0.0,0.4272027085246215,3.724791596311249,0.03792736200469063,0.001222220911799983
CD437,NeST:78,0.0033683327741091,1.0,0.1245016689428807,True,True,10,30,405,249,156,0,0,0.1,0,0,0.0,0.0,0.0,0.4263805102207051,1.9592528817473016,0.03487770008472409,0.0012235211152263486
CD437,Metabolic pathways,0.1251528612329049,0.0602175791754144,0.5352050982347,True,True,12,36,594,261,333,0,0,0.1,0,0,0.0,0.0,0.0,0.42595277918513635,2.613337107146438,0.03705541324882238,0.0012088715272276225
CD437,NeST:163,0.004330631737922,1.0,0.5106156259287853,True,True,7,21,189,102,87,0,0,0.1,0,0,0.0,0.0,0.0,0.4252603606823757,1.6122073368013434,0.037310382283251134,0.0011960961526720248
CD437,Ubiquitin regulation of mitophagy,-0.2069640554725364,9.0177448064388e-07,0.00130131094644,True,True,8,20,173,87,86,0,0,0.1,0,0,0.0,0.0,0.0,0.42416352618684533,2.4725664052157037,0.03581676073146606,0.001234739212744701
CD437,Metabolism,0.0491576671921562,1.0,0.5979286031115645,True,True,18,53,1326,643,683,0,0,0.1,0,0,0.0,0.0,0.0,0.423497945527285,2.613337107146438,0.03523581713063426,0.0012070696008647653
CD437,PML body,0.0339257709465935,1.0,0.1905978270398473,True,True,9,27,324,159,165,0,0,0.1,0,0,0.0,0.0,0.0,0.42006011850833086,2.0434111014967535,0.03635636040966511,0.00117714751787122
CD437,Transmembrane tyrosine kinase signaling,-0.0323446479048297,1.0,0.4469172987608541,True,True,53,158,12246,6140,6088,18,0,0.1,0,0,0.0,0.0,0.0,0.4193438109236023,4.182729026069207,0.036902138160060036,0.001195880733083346
CD437,Protein nuclear transport,0.1474576541467416,0.0048021694245348,0.5511410188764981,True,True,6,18,135,64,71,0,0,0.1,0,0,0.0,0.0,0.0,0.41532162234667414,1.7098643088206211,0.03512232146150379,0.0011687736449454873
CD437,Homologous recombination,0.0336970673557775,1.0,0.0002506369315357,True,True,12,36,594,345,244,5,0,0.1,0,0,0.0,0.0,0.0,0.4150394744222729,3.236509612765835,0.034068066516617146,0.001188789159376452
CD437,RNA processing 1,0.0318663630436993,1.0,0.0589891642555653,True,True,30,89,3828,1651,2162,15,0,0.1,0,0,0.0,0.0,0.0,0.41492170676838136,3.8013358862082156,0.03524297468404435,0.0011859857733098468
CD437,mTOR regulation of autophagy/ribosome biogenesis,-0.1543217707860822,0.0020428734601412,0.1742497663056277,True,True,8,23,231,117,114,0,0,0.1,0,0,0.0,0.0,0.0,0.41283785785854654,2.138890771258039,0.032889689990353625,0.00114633309666961
CD437,Mediator complex,-0.1657583290600155,0.0004558345157685,0.1243792246696636,True,True,6,18,135,71,63,1,0,0.1,0,0,0.0,0.0,0.0,0.412748301019877,1.9882642699086683,0.03531457727591311,0.001186245965889598
CD437,Mismatch and excision repair,0.1042503279987926,0.4613572364367191,0.0001072925416096,True,True,32,96,4464,2312,2142,10,0,0.1,0,0,0.0,0.0,0.0,0.4121517939004541,3.236509612765835,0.033881929433036,0.0011678880663140462
CD437,MutL alpha/beta complex,0.0399579500026233,1.0,0.0070251898825775,True,True,5,15,90,51,39,0,0,0.1,0,0,0.0,0.0,0.0,0.40826304218779885,1.5390726499165739,0.03466113148345544,0.001160015697395233
CD437,MAPK and MAP2K activation,0.1114920540507718,0.2362649229933993,0.4532661611824812,True,True,14,41,780,368,410,2,0,0.1,0,0,0.0,0.0,0.0,0.40816952991130034,2.3085624063440657,0.033359838613716775,0.0011474497069494712
CD437,Ribosome biogenesis,0.0495201042491004,1.0,0.0013048433027423,True,True,18,52,1276,579,694,3,0,0.1,0,0,0.0,0.0,0.0,0.4080863744364335,3.0540611655314565,0.035290422144070556,0.0011380604545452259
CD437,Transcription elongation,-0.0434128983121177,1.0,0.0176149532555932,True,True,8,24,252,128,123,1,0,0.1,0,0,0.0,0.0,0.0,0.4072423919999262,1.6755760811808265,0.042432593427242524,0.0010888980255141754
CD437,Interferon signaling,0.0482736676950586,1.0,0.3250788117331274,True,True,8,24,252,76,168,8,0,0.1,0,0,0.0,0.0,0.0,0.4050505917073703,1.7514487629901532,0.041532501257512615,0.001072656583755644
CD437,p53 regulation of cell cycle,-0.2015205093068852,2.2102003258694936e-06,0.2221940998891166,True,True,5,15,90,54,36,0,0,0.1,0,0,0.0,0.0,0.0,0.404546650963006,1.828622048459878,0.03251394994834704,0.0011386080310156488
CD437,Spliceosomal complex,0.0046426868969623,1.0,0.1342473931628925,True,True,6,18,135,58,76,1,0,0.1,0,0,0.0,0.0,0.0,0.4030411731997058,1.2391140608059592,0.0421293142568548,0.0010602608248556134
CD437,EGFR-MAPK signaling,-0.0916763683197385,1.0,0.343744804344212,True,True,23,68,2211,1085,1123,3,0,0.1,0,0,0.0,0.0,0.0,0.40237816675869037,2.5730651018750006,0.034833994079245714,0.0011190788246775432
CD437,Culin-RIng uniqutin ligase complex,-0.1681828493703291,0.0003274946084104,0.0478160563154132,True,True,8,23,231,90,141,0,0,0.1,0,0,0.0,0.0,0.0,0.40205684037468453,1.9679014629337594,0.03444377567335931,0.0011656424378021168
CD437,Nuclear transport,-0.0209836340823681,1.0,0.4252962504076479,True,True,7,21,189,95,94,0,0,0.1,0,0,0.0,0.0,0.0,0.4020360097542929,1.7098643088206211,0.03569456071259525,0.0011245079675052342
CD437,H3 acetylation and H3K4 methylation crosstalk,0.0620129236766883,1.0,0.0890367053970998,True,True,5,13,66,42,23,1,0,0.1,0,0,0.0,0.0,0.0,0.4018136111507663,1.653136178163938,0.033506577813076144,0.001099048380445349
CD437,Beta-catenin,-0.1738865540996852,0.0001478324505255,0.0983633828620763,True,True,5,14,78,43,35,0,0,0.1,0,0,0.0,0.0,0.0,0.40157061158794227,1.5796617608769081,0.03009336571126087,0.001098388908425773
CD437,Lymphoid JAK/STAT signaling,0.0132017722634572,1.0,0.5261376449570124,True,True,16,48,1080,438,636,6,0,0.1,0,0,0.0,0.0,0.0,0.3996509999058728,2.652407801128632,0.03588902040414012,0.0011132157641536777
CD437,Regulation of E2F transcription via DREAM complex,0.0752470506488287,1.0,0.2598932981619615,True,True,11,33,495,269,225,1,0,0.1,0,0,0.0,0.0,0.0,0.39901469542132684,3.062528989562823,0.030620847217485644,0.0011391873828138317
CD437,Histone methyltransferase complex,0.100161999885745,0.661919738368475,0.1419081585656429,True,True,11,31,435,265,167,3,0,0.1,0,0,0.0,0.0,0.0,0.39289907791517475,2.1728186104872735,0.02669504529928536,0.0011130435027250395
CD437,RTK-JAK-STAT signaling,0.1092583127641221,0.2916210525089566,0.6283919550645795,True,True,21,63,1890,951,937,2,0,0.1,0,0,0.0,0.0,0.0,0.3897359145511963,3.0929947241579088,0.03529471474240402,0.0010728108580261018
CD437,EGFR/PI3K signaling,-0.1888021010635201,1.6437845727468314e-05,0.6280560023218462,True,True,11,32,465,243,222,0,0,0.1,0,0,0.0,0.0,0.0,0.3880738538071841,3.158320604787186,0.03489257634169387,0.0010950623320227523
CD437,Histone methyltransferase subcomplex,0.2910030458040357,5.81756864903582e-14,0.1140482584404568,True,True,6,18,135,82,51,2,0,0.1,0,0,0.0,0.0,0.0,0.3871223221956341,1.9183573530487816,0.028652507018502207,0.001090154622169946
CD437,PI3-K/Akt,-0.1319345201881606,0.0289833046258884,0.3299863839095544,True,True,6,18,135,68,67,0,0,0.1,0,0,0.0,0.0,0.0,0.38643509909790785,1.817269054030224,0.037811651855875594,0.0010507759468996753
CD437,MAPK signaling,-0.1940911799383762,7.243626575892392e-06,0.1417429235855627,True,True,6,18,135,71,64,0,0,0.1,0,0,0.0,0.0,0.0,0.38560106722032994,1.8725286818505986,0.038032893175253144,0.001026711915258969
CD437,RBL-TP53 complex,0.0862020954405159,1.0,0.3162575580477773,True,True,5,15,90,49,41,0,0,0.1,0,0,0.0,0.0,0.0,0.38359517317627023,1.7079478167998374,0.02620791607798761,0.0010445192505044551
CD437,Resolution of D-loop structures,0.1657409030394128,0.0004577482453496,3.777861667371538e-05,True,True,9,27,324,176,143,5,0,0.1,0,0,0.0,0.0,0.0,0.37785067886829804,1.7373342325987533,0.032699915398981705,0.0010411915285289195
CD437,Phosphatase 2A catalytic subunit,0.185375953871504,2.7690641069666452e-05,0.1419081585656429,True,True,5,15,90,36,53,1,0,0.1,0,0,0.0,0.0,0.0,0.3762473819871646,1.6128188584956586,0.028211883373698374,0.001016445076775822
CD437,Oncogene induced senescence,0.0172013326410833,1.0,0.2598932981619615,True,True,7,21,189,106,82,1,0,0.1,0,0,0.0,0.0,0.0,0.3759284731696797,2.0979710693155638,0.029493957888201597,0.0010263772256966423
CD437,Nuclear pore,0.0742358433868063,1.0,0.4252962504076479,True,True,5,15,90,42,48,0,0,0.1,0,0,0.0,0.0,0.0,0.37200045765429396,1.131986992758365,0.03389589577042747,0.0009955669836583855
CD437,BAF (SWI/SNF) complex,0.0548669354261011,1.0,0.0044081269390451,True,True,8,24,252,136,116,0,0,0.1,0,0,0.0,0.0,0.0,0.369170808916525,2.0463429020251582,0.02829810848056715,0.0010211017864270432
CD437,Ribosome abundance control,0.094347561145906,1.0,0.3905142171265057,True,True,12,36,594,223,371,0,0,0.1,0,0,0.0,0.0,0.0,0.3634859384177435,1.828723464263196,0.03427504800652573,0.0009597650359642696
CD437,Actin and actin-associated proteins,0.0684174766601648,1.0,0.5350463079636895,True,True,5,15,90,36,54,0,0,0.1,0,0,0.0,0.0,0.0,0.3615665973877136,1.9473690094092884,0.026815723422152063,0.001014246285112834
CD437,TGF-beta/Smad signaling,-0.1175495319871748,0.1308941499273288,0.1243792246696636,True,True,7,21,189,92,96,1,0,0.1,0,0,0.0,0.0,0.0,0.35566987835753594,1.680158359907981,0.03051558146966996,0.0009656036918293278
CD437,Contractile fiber,0.0976397570495032,0.8220564409355398,0.5510547531634511,True,True,5,15,90,35,55,0,0,0.1,0,0,0.0,0.0,0.0,0.3538380156397969,1.7610505757775947,0.036067610062629256,0.0009124375070106883
CD437,PcG protein complex,-0.0883210190187319,1.0,0.2259934861676522,True,True,9,27,324,197,127,0,0,0.1,0,0,0.0,0.0,0.0,0.3528789634363603,1.76417031600431,0.031372985576621944,0.0009461899137767505
CD437,Structural constituent of muscle,0.0402127787022338,1.0,0.5510547531634511,True,True,6,18,135,52,83,0,0,0.1,0,0,0.0,0.0,0.0,0.34900159028174865,1.7610505757775947,0.034357521858099996,0.0008788870081719238
CD437,Regulation of androgen receptor signaling pathway,-0.1262325483330999,0.0536580157048989,0.3192861186129078,True,True,5,15,90,60,30,0,0,0.1,0,0,0.0,0.0,0.0,0.34899670235232844,1.6122073368013434,0.030062661479325455,0.0009211608330518206
CD437,ECM-cytoskeleton assembly,0.2608721058154949,3.7028824451113e-11,0.5685447261285611,True,True,6,18,135,45,90,0,0,0.1,0,0,0.0,0.0,0.0,0.3420931340545537,1.1216555888148936,0.033089053667448964,0.0008754555535096939
CD437,Extended PRC1 complex,0.1834551867736596,3.69071041894653e-05,0.2076422703644157,True,True,8,24,252,153,99,0,0,0.1,0,0,0.0,0.0,0.0,0.34073970772951234,1.4681314711071298,0.02884422705461395,0.0008900951766564922
CD437,Histone modifications in DNA damage response,-0.0611340189105818,1.0,0.4939878301679619,True,True,6,14,79,30,49,0,0,0.1,0,0,0.0,0.0,0.0,0.32894965702465195,1.7758654981174764,0.03059813437640227,0.0008303467921910205
Camptothecin,MutS homologs,-0.0240632833921663,1.0,0.0009215849600614,True,True,5,15,90,55,33,2,0,0.1,2,2,0.022222222222222223,0.022222222222222223,0.03636363636363636,0.7317472756552478,4.374420982094499,0.04714703334932238,0.002258645031033883
Camptothecin,Cohesin,-0.1193870312659141,0.0967786950521993,0.0386132213618355,True,True,5,15,90,51,39,0,0,0.1,2,2,0.022222222222222223,0.022222222222222223,0.0392156862745098,0.6381132284632148,4.157264539059878,0.03271373393236696,0.0019706882465830027
Camptothecin,H3 acetylation and H3K4 methylation crosstalk,0.1560896178672282,0.0013472762937074,0.0890367053970998,True,True,5,13,66,47,18,1,0,0.1,1,1,0.015151515151515152,0.015151515151515152,0.02127659574468085,0.5686361408674104,3.2902192956942407,0.03619222833041673,0.0015916194138549543
Camptothecin,Extended cohesin complex,0.1393609350301382,0.010750200236284,0.0127014052567722,True,True,6,18,135,79,56,0,0,0.1,2,2,0.014814814814814815,0.014814814814814815,0.02531645569620253,0.5280999036309654,4.157264539059878,0.02785820054214872,0.0015297626996910168
Camptothecin,Beta-catenin destruction complex,-0.0097625109658723,1.0,0.1923455258100152,True,True,5,15,90,51,39,0,0,0.1,1,1,0.011111111111111112,0.011111111111111112,0.0196078431372549,0.36743764297863607,3.112294266374294,0.027340830062022266,0.000915708245852716
Camptothecin,MAPK signaling,-0.2099775792918096,3.845661868950856e-07,0.1417429235855627,True,True,6,18,135,73,62,0,0,0.1,1,1,0.007407407407407408,0.007407407407407408,0.0136986301369863,0.46350699183482025,2.9960429063064535,0.04119439214016403,0.0011830487846887067
Camptothecin,Regulation of beta catenin transcription,0.0099295519232394,1.0,0.2823705488824322,True,True,7,21,189,113,76,0,0,0.1,1,1,0.005291005291005291,0.005291005291005291,0.008849557522123894,0.4308339998129846,3.112294266374294,0.034089800131172146,0.0011068338885795
Camptothecin,Extended mismatch repair complex,0.0047424622945179,1.0,3.910409287382977e-06,True,True,10,30,405,185,218,2,0,0.1,2,2,0.0049382716049382715,0.0049382716049382715,0.010810810810810811,0.5066617437499673,4.374420982094499,0.03742008157158267,0.0013999270324062
Camptothecin,Epithelial differentiation,-0.0936550350582458,1.0,0.4506918891809878,True,True,8,23,231,125,106,0,0,0.1,1,1,0.004329004329004329,0.004329004329004329,0.008,0.5074169066819285,3.3717522243669498,0.03524008757767784,0.0013963680842211498
Camptothecin,PIK3/AKT signaling,-0.1136032938165132,0.1730952747748133,0.4718099527574322,True,True,11,33,495,260,235,0,0,0.1,2,2,0.00404040404040404,0.00404040404040404,0.007692307692307693,0.47156662647689984,3.3410035453711244,0.037295767627599466,0.0012459567779296858
Camptothecin,Wnt/beta-catenin,-0.0451176187725599,1.0,0.320352496750682,True,True,8,24,252,120,132,0,0,0.1,1,1,0.003968253968253968,0.003968253968253968,0.008333333333333333,0.44984861570158874,3.112294266374294,0.03644979055229792,0.0011553661663869425
Camptothecin,Metabolic pathways,0.0289337092610097,1.0,0.5352050982347,True,True,12,36,594,270,324,0,0,0.1,1,1,0.0016835016835016834,0.0016835016835016834,0.003703703703703704,0.4405535707937873,3.6753363305466427,0.033095190273538445,0.0011336764324145353
Camptothecin,Nuclear receptor signaling,-0.1196344008996682,0.0943489831673614,0.6382179752759384,True,True,17,51,1224,665,559,0,0,0.1,1,1,0.0008169934640522876,0.0008169934640522876,0.0015037593984962407,0.4024470708272777,3.921990253292124,0.03216028677779014,0.0010062819258328094
Camptothecin,INSR-FOXO,-0.1276372006174507,0.0404301721142779,0.2063319675739919,True,True,25,75,2700,1322,1378,0,0,0.1,2,2,0.0007407407407407407,0.0007407407407407407,0.0015128593040847202,0.4318054302782898,3.851300932271084,0.03312299015120862,0.0011090792813827543
Camptothecin,Mismatch and excision repair,0.0259585776993347,1.0,0.0001072925416096,True,True,32,95,4371,2375,1986,10,0,0.1,2,2,0.0004575611988103409,0.0004575611988103409,0.0008421052631578948,0.4554694715147288,4.374420982094499,0.03355516403429876,0.0011854521285327262
Camptothecin,Homologous recombination (HR) and Fanconi Anemia repair,0.0612988908048227,1.0,1.1404670420862746e-12,True,True,29,86,3570,1912,1652,6,0,0.1,1,1,0.00028011204481792715,0.00028011204481792715,0.0005230125523012552,0.4393278606133962,4.289642959822579,0.03243136258644433,0.0011246695066098728
Camptothecin,Cell motility,0.0778667904585805,1.0,0.5449580119289595,True,True,80,237,27732,13380,14339,13,0,0.1,1,1,3.6059425933939135e-05,3.6059425933939135e-05,7.473841554559044e-05,0.4145340136017073,5.7169919823651245,0.03128851244195158,0.0010479489871366482
Camptothecin,ECM-cytoskeleton assembly,0.0010924760008222,1.0,0.5685447261285611,True,True,6,18,135,46,89,0,0,0.1,0,0,0.0,0.0,0.0,0.5708307818621935,2.450360428506435,0.04516532337635909,0.0016314788102157957
Camptothecin,PML body,0.070057014561648,1.0,0.1905978270398473,True,True,9,27,324,174,150,0,0,0.1,0,0,0.0,0.0,0.0,0.5232418150060851,2.576325827205742,0.03632153841169189,0.0014318214296181147
Camptothecin,Regulation of nuclear protein ubiquitiation,-0.1221849419174575,0.072396410235082,0.2123006676550933,True,True,11,32,465,264,200,1,0,0.1,0,0,0.0,0.0,0.0,0.51337667899048,2.6417371676937154,0.0380967777534115,0.0013905536438258215
Camptothecin,Extracellular matrix,-0.1834542231475873,2.821891132476217e-05,0.6359117233215493,True,True,8,24,252,80,172,0,0,0.1,0,0,0.0,0.0,0.0,0.5097058401201344,2.456633129438088,0.03167752247023234,0.0014388060356224168
Camptothecin,Chromosome centrometric region,-0.0340375873968952,1.0,0.2642070751419846,True,True,7,21,189,86,100,3,0,0.1,0,0,0.0,0.0,0.0,0.5070841663591064,1.7788191291686162,0.03875358190035858,0.0012958239694870045
Camptothecin,Endoplasmic Reticulum protein processing,-0.0392507060194746,1.0,0.4509829392592724,True,True,6,18,135,75,60,0,0,0.1,0,0,0.0,0.0,0.0,0.5023746568904098,2.5171096828781034,0.0346477162044428,0.0013224166428230284
Camptothecin,Regulation of beta catenin transcriptional activity,0.3072206138489635,0.0,0.1697141820689771,True,True,10,30,405,274,130,1,0,0.1,0,0,0.0,0.0,0.0,0.49331180956817877,3.2902192956942407,0.03570050420548053,0.0013302747097448788
Camptothecin,Homologous recombination,-0.0114295546595598,1.0,0.0002506369315357,True,True,12,36,594,349,240,5,0,0.1,0,0,0.0,0.0,0.0,0.4929880151700396,2.1561896408562964,0.03552178049718057,0.001311479565118359
Camptothecin,MDM2-p53 pathway,0.0411665924662168,1.0,0.2076422703644157,True,True,8,23,231,149,81,1,0,0.1,0,0,0.0,0.0,0.0,0.4880086048302462,2.4259646890266215,0.030960476790111484,0.0013002499890361451
Camptothecin,NeST:78,-0.0406519892349957,1.0,0.1245016689428807,True,True,10,30,405,257,148,0,0,0.1,0,0,0.0,0.0,0.0,0.4794422558441034,2.1656497778063146,0.0333714356755812,0.0012622025400253255
Camptothecin,Resolution of D-loop structures,-0.0152531615522076,1.0,3.777861667371538e-05,True,True,9,27,324,186,133,5,0,0.1,0,0,0.0,0.0,0.0,0.47571972250438743,2.1465501590478624,0.034674813187639056,0.0012487845453442946
Camptothecin,Spliceosomal complex,-0.0248329632877826,1.0,0.1342473931628925,True,True,6,18,135,63,72,0,0,0.1,0,0,0.0,0.0,0.0,0.4689661092231544,2.1033844403762303,0.033517419163390294,0.0012562643938694431
Camptothecin,Histone deacetylase binding,-0.0495629177451033,1.0,0.0907267725323704,True,True,16,47,1035,613,421,1,0,0.1,0,0,0.0,0.0,0.0,0.46849494714669265,2.7765232198957532,0.03364499285929556,0.0012350426200366806
Camptothecin,RBL-TP53 complex,-0.1300852711144177,0.0308982048703496,0.3162575580477773,True,True,5,14,78,50,28,0,0,0.1,0,0,0.0,0.0,0.0,0.46274093428938223,2.23790156514285,0.021645633934627713,0.0012921284837356594
Camptothecin,Fas,-0.1276574668508565,0.0403410288403538,0.0239924266360653,True,True,7,21,189,87,101,1,0,0.1,0,0,0.0,0.0,0.0,0.4619524877963294,2.7765232198957532,0.031235926247766457,0.0012337251860349988
Camptothecin,Histone methyltransferase complex,0.0687195431387498,1.0,0.1419081585656429,True,True,11,31,435,282,152,1,0,0.1,0,0,0.0,0.0,0.0,0.45905927713773403,2.1990743869027427,0.03178090879819641,0.0011933940904686072
Camptothecin,RPA complex associated proteins,-0.1152818813906357,0.1465960964836385,4.353969226509484e-05,True,True,6,18,135,86,49,0,0,0.1,0,0,0.0,0.0,0.0,0.45731702769849286,1.5820455702813232,0.03684724981530055,0.0011829684151753127
Camptothecin,G1/S phase,0.1583571189839078,0.001000099692483,0.0457908922831609,True,True,19,54,1380,791,587,2,0,0.1,0,0,0.0,0.0,0.0,0.45431633018525575,3.6335637618313794,0.03154853750375784,0.0011792868572419067
